index	cost	
89228	1012	
89229	984	
89230	940	
89231	805	
89232	839	
89233	504	
89234	547	
89235	1083	
89236	844	
89237	565	
89238	428	
89239	865	
89240	678	
89241	684	
89242	1501	
89243	125	
89244	509	
89245	1166	
89246	856	
89247	661	
89248	286	
89249	618	
89250	682	
89251	464	
89252	492	
89253	369	
89254	1299	
89255	874	
89256	250	
89257	875	
89258	1239	
89259	508	
89260	245	
89261	799	
89262	270	
89263	812	
89264	1159	
89265	632	
89266	350	
89267	278	
89268	1175	
89269	1347	
89270	556	
89271	842	
89272	925	
89273	155	
89274	532	
89275	143	
89276	795	
89277	404	
89278	1137	
89279	414	
89280	282	
89281	533	
89282	436	
89283	637	
89284	583	
89285	498	
89286	754	
89287	844	
89288	501	
89289	204	
89290	695	
89291	1163	
89292	1639	
89293	812	
89294	1425	
89295	274	
89296	749	
89297	352	
89298	673	
89299	493	
89300	786	
89301	378	
89302	1269	
89303	431	
89304	463	
89305	438	
89306	304	
89307	930	
89308	335	
89309	360	
89310	1221	
89311	1302	
89312	431	
89313	872	
89314	122	
89315	1073	
89316	265	
89317	409	
89318	333	
89319	469	
89320	564	
89321	461	
89322	84	
89323	692	
89324	501	
89325	509	
89326	966	
89327	422	
89328	312	
89329	595	
89330	683	
89331	379	
89332	599	
89333	560	
89334	1050	
89335	1040	
89336	249	
89337	583	
89338	1291	
89339	317	
89340	733	
89341	376	
89342	717	
89343	1206	
89344	713	
89345	1219	
89346	682	
89347	413	
89348	1394	
89349	307	
89350	365	
89351	332	
89352	694	
89353	933	
89354	670	
89355	329	
89356	990	
89357	505	
89358	386	
89359	312	
89360	548	
89361	381	
89362	563	
89363	560	
89364	678	
89365	730	
89366	721	
89367	258	
89368	711	
89369	285	
89370	914	
89371	853	
89372	790	
89373	960	
89374	415	
89375	1008	
89376	767	
89377	161	
89378	298	
89379	407	
89380	548	
89381	631	
89382	444	
89383	581	
89384	664	
89385	1470	
89386	1196	
89387	899	
89388	1122	
89389	677	
89390	636	
89391	1142	
89392	517	
89393	736	
89394	864	
89395	505	
89396	317	
89397	437	
89398	1709	
89399	378	
89400	472	
89401	509	
89402	813	
89403	969	
89404	274	
89405	610	
89406	530	
89407	420	
89408	837	
89409	665	
89410	422	
89411	586	
89412	381	
89413	524	
89414	894	
89415	547	
89416	394	
89417	511	
89418	954	
89419	801	
89420	666	
89421	293	
89422	732	
89423	615	
89424	108	
89425	95	
89426	548	
89427	263	
89428	142	
89429	698	
89430	502	
89431	818	
89432	543	
89433	297	
89434	549	
89435	1162	
89436	329	
89437	477	
89438	1250	
89439	1036	
89440	466	
89441	971	
89442	1140	
89443	274	
89444	724	
89445	574	
89446	1014	
89447	904	
89448	1295	
89449	1588	
89450	97	
89451	792	
89452	989	
89453	951	
89454	637	
89455	519	
89456	431	
89457	370	
89458	419	
89459	1138	
89460	317	
89461	484	
89462	417	
89463	509	
89464	878	
89465	862	
89466	939	
89467	843	
89468	634	
89469	473	
89470	1418	
89471	685	
89472	444	
89473	494	
89474	901	
89475	907	
89476	395	
89477	1019	
89478	735	
89479	1578	
89480	991	
89481	425	
89482	646	
89483	362	
89484	1098	
89485	476	
89486	280	
89487	634	
89488	1250	
89489	875	
89490	1027	
89491	938	
89492	274	
89493	671	
89494	863	
89495	453	
89496	824	
89497	347	
89498	298	
89499	524	
89500	1150	
89501	217	
89502	484	
89503	1339	
89504	930	
89505	379	
89506	621	
89507	512	
89508	237	
89509	1416	
89510	417	
89511	514	
89512	1103	
89513	871	
89514	1016	
89515	704	
89516	545	
89517	583	
89518	267	
89519	1447	
89520	299	
89521	253	
89522	551	
89523	1041	
89524	577	
89525	963	
89526	499	
89527	516	
89528	1009	
89529	372	
89530	464	
89531	985	
89532	1252	
89533	600	
89534	638	
89535	398	
89536	194	
89537	789	
89538	1022	
89539	1163	
89540	914	
89541	482	
89542	923	
89543	1250	
89544	809	
89545	280	
89546	1006	
89547	490	
89548	449	
89549	676	
89550	535	
89551	330	
89552	508	
89553	381	
89554	854	
89555	934	
89556	414	
89557	1108	
89558	989	
89559	1118	
89560	905	
89561	760	
89562	345	
89563	644	
89564	669	
89565	727	
89566	325	
89567	1505	
89568	662	
89569	600	
89570	394	
89571	935	
89572	382	
89573	429	
89574	1022	
89575	513	
89576	943	
89577	1825	
89578	864	
89579	787	
89580	1348	
89581	801	
89582	448	
89583	183	
89584	871	
89585	954	
89586	1322	
89587	571	
89588	498	
89589	448	
89590	1193	
89591	909	
89592	341	
89593	413	
89594	668	
89595	1003	
89596	775	
89597	728	
89598	532	
89599	122	
89600	572	
89601	737	
89602	561	
89603	1539	
89604	727	
89605	560	
89606	771	
89607	1648	
89608	1372	
89609	711	
89610	169	
89611	451	
89612	451	
89613	1061	
89614	517	
89615	737	
89616	971	
89617	345	
89618	429	
89619	963	
89620	733	
89621	341	
89622	722	
89623	307	
89624	343	
89625	249	
89626	543	
89627	633	
89628	1304	
89629	881	
89630	618	
89631	1241	
89632	394	
89633	906	
89634	1096	
89635	457	
89636	249	
89637	1084	
89638	767	
89639	1217	
89640	505	
89641	1053	
89642	594	
89643	650	
89644	731	
89645	280	
89646	496	
89647	693	
89648	400	
89649	410	
89650	302	
89651	772	
89652	404	
89653	321	
89654	601	
89655	267	
89656	657	
89657	256	
89658	832	
89659	646	
89660	675	
89661	91	
89662	790	
89663	697	
89664	593	
89665	725	
89666	976	
89667	565	
89668	800	
89669	552	
89670	685	
89671	611	
89672	612	
89673	584	
89674	891	
89675	276	
89676	1578	
89677	359	
89678	449	
89679	415	
89680	862	
89681	322	
89682	1417	
89683	925	
89684	1396	
89685	469	
89686	445	
89687	168	
89688	464	
89689	98	
89690	367	
89691	1027	
89692	488	
89693	692	
89694	548	
89695	160	
89696	306	
89697	378	
89698	999	
89699	608	
89700	656	
89701	906	
89702	1247	
89703	821	
89704	529	
89705	912	
89706	831	
89707	690	
89708	783	
89709	865	
89710	672	
89711	561	
89712	597	
89713	461	
89714	630	
89715	744	
89716	875	
89717	570	
89718	298	
89719	387	
89720	724	
89721	582	
89722	234	
89723	1207	
89724	966	
89725	1235	
89726	1149	
89727	756	
89728	929	
89729	1335	
89730	354	
89731	845	
89732	866	
89733	331	
89734	658	
89735	533	
89736	369	
89737	554	
89738	496	
89739	552	
89740	641	
89741	221	
89742	863	
89743	703	
89744	643	
89745	551	
89746	667	
89747	884	
89748	978	
89749	719	
89750	1213	
89751	247	
89752	838	
89753	935	
89754	1044	
89755	267	
89756	675	
89757	334	
89758	395	
89759	468	
89760	348	
89761	769	
89762	527	
89763	767	
89764	1021	
89765	674	
89766	440	
89767	884	
89768	317	
89769	247	
89770	601	
89771	627	
89772	768	
89773	622	
89774	680	
89775	702	
89776	703	
89777	780	
89778	722	
89779	526	
89780	788	
89781	505	
89782	716	
89783	503	
89784	786	
89785	268	
89786	1148	
89787	625	
89788	763	
89789	475	
89790	1216	
89791	1514	
89792	589	
89793	513	
89794	371	
89795	695	
89796	566	
89797	578	
89798	721	
89799	234	
89800	1034	
89801	534	
89802	879	
89803	457	
89804	1091	
89805	1238	
89806	164	
89807	958	
89808	804	
89809	131	
89810	554	
89811	451	
89812	620	
89813	992	
89814	803	
89815	899	
89816	1021	
89817	927	
89818	875	
89819	708	
89820	291	
89821	665	
89822	316	
89823	727	
89824	611	
89825	1040	
89826	697	
89827	1096	
89828	611	
89829	429	
89830	492	
89831	791	
89832	596	
89833	795	
89834	135	
89835	1511	
89836	646	
89837	600	
89838	503	
89839	890	
89840	970	
89841	1697	
89842	755	
89843	867	
89844	588	
89845	1057	
89846	394	
89847	795	
89848	298	
89849	409	
89850	419	
89851	848	
89852	820	
89853	1416	
89854	695	
89855	988	
89856	990	
89857	896	
89858	335	
89859	610	
89860	526	
89861	492	
89862	501	
89863	349	
89864	480	
89865	395	
89866	505	
89867	559	
89868	1347	
89869	792	
89870	1248	
89871	1798	
89872	272	
89873	389	
89874	584	
89875	642	
89876	836	
89877	326	
89878	390	
89879	1290	
89880	985	
89881	1002	
89882	933	
89883	815	
89884	708	
89885	689	
89886	407	
89887	756	
89888	533	
89889	840	
89890	501	
89891	321	
89892	989	
89893	972	
89894	1157	
89895	686	
89896	494	
89897	975	
89898	1072	
89899	836	
89900	1152	
89901	812	
89902	793	
89903	700	
89904	661	
89905	1170	
89906	617	
89907	134	
89908	512	
89909	843	
89910	657	
89911	1017	
89912	718	
89913	752	
89914	273	
89915	665	
89916	444	
89917	727	
89918	790	
89919	863	
89920	287	
89921	623	
89922	404	
89923	722	
89924	1064	
89925	835	
89926	1504	
89927	751	
89928	482	
89929	1089	
89930	485	
89931	821	
89932	670	
89933	910	
89934	238	
89935	441	
89936	913	
89937	346	
89938	604	
89939	141	
89940	387	
89941	513	
89942	1503	
89943	799	
89944	687	
89945	335	
89946	378	
89947	1374	
89948	446	
89949	511	
89950	725	
89951	163	
89952	798	
89953	764	
89954	547	
89955	719	
89956	343	
89957	424	
89958	855	
89959	537	
89960	541	
89961	404	
89962	689	
89963	808	
89964	390	
89965	613	
89966	459	
89967	470	
89968	786	
89969	760	
89970	633	
89971	994	
89972	670	
89973	476	
89974	872	
89975	1297	
89976	453	
89977	509	
89978	317	
89979	554	
89980	218	
89981	941	
89982	991	
89983	488	
89984	1059	
89985	471	
89986	216	
89987	507	
89988	626	
89989	868	
89990	608	
89991	587	
89992	886	
89993	1026	
89994	463	
89995	341	
89996	975	
89997	187	
89998	1158	
89999	675	
90000	426	
90001	795	
90002	1527	
90003	578	
90004	315	
90005	698	
90006	587	
90007	286	
90008	372	
90009	443	
90010	765	
90011	1379	
90012	566	
90013	538	
90014	197	
90015	249	
90016	658	
90017	404	
90018	305	
90019	327	
90020	396	
90021	664	
90022	427	
90023	243	
90024	943	
90025	1201	
90026	1432	
90027	1176	
90028	897	
90029	1130	
90030	199	
90031	233	
90032	540	
90033	314	
90034	849	
90035	392	
90036	314	
90037	842	
90038	1212	
90039	1136	
90040	179	
90041	754	
90042	143	
90043	746	
90044	235	
90045	882	
90046	384	
90047	968	
90048	829	
90049	1012	
90050	1436	
90051	221	
90052	444	
90053	686	
90054	325	
90055	617	
90056	764	
90057	335	
90058	541	
90059	416	
90060	833	
90061	766	
90062	366	
90063	387	
90064	839	
90065	613	
90066	776	
90067	524	
90068	895	
90069	161	
90070	254	
90071	169	
90072	128	
90073	597	
90074	571	
90075	497	
90076	567	
90077	376	
90078	783	
90079	724	
90080	394	
90081	1057	
90082	259	
90083	1020	
90084	514	
90085	729	
90086	533	
90087	497	
90088	590	
90089	313	
90090	666	
90091	820	
90092	205	
90093	618	
90094	712	
90095	230	
90096	319	
90097	677	
90098	961	
90099	822	
90100	456	
90101	337	
90102	359	
90103	181	
90104	387	
90105	522	
90106	1608	
90107	251	
90108	183	
90109	296	
90110	539	
90111	960	
90112	958	
90113	815	
90114	1155	
90115	1032	
90116	616	
90117	329	
90118	994	
90119	288	
90120	316	
90121	762	
90122	746	
90123	312	
90124	1204	
90125	310	
90126	211	
90127	277	
90128	677	
90129	323	
90130	140	
90131	408	
90132	474	
90133	695	
90134	323	
90135	532	
90136	602	
90137	613	
90138	731	
90139	982	
90140	377	
90141	637	
90142	384	
90143	668	
90144	545	
90145	1506	
90146	373	
90147	641	
90148	392	
90149	417	
90150	391	
90151	713	
90152	694	
90153	460	
90154	683	
90155	737	
90156	461	
90157	950	
90158	879	
90159	387	
90160	911	
90161	1760	
90162	439	
90163	765	
90164	1071	
90165	770	
90166	1187	
90167	580	
90168	414	
90169	543	
90170	1124	
90171	670	
90172	170	
90173	259	
90174	223	
90175	575	
90176	700	
90177	724	
90178	1015	
90179	1118	
90180	465	
90181	534	
90182	849	
90183	426	
90184	378	
90185	601	
90186	143	
90187	864	
90188	392	
90189	682	
90190	325	
90191	1210	
90192	405	
90193	640	
90194	456	
90195	1083	
90196	989	
90197	248	
90198	502	
90199	1058	
90200	394	
90201	906	
90202	837	
90203	1555	
90204	417	
90205	461	
90206	315	
90207	302	
90208	1240	
90209	898	
90210	582	
90211	520	
90212	547	
90213	569	
90214	475	
90215	758	
90216	902	
90217	1119	
90218	524	
90219	800	
90220	1219	
90221	498	
90222	1065	
90223	491	
90224	625	
90225	370	
90226	1088	
90227	407	
90228	954	
90229	827	
90230	263	
90231	659	
90232	265	
90233	959	
90234	495	
90235	761	
90236	375	
90237	657	
90238	455	
90239	661	
90240	736	
90241	632	
90242	260	
90243	952	
90244	826	
90245	532	
90246	479	
90247	1307	
90248	416	
90249	502	
90250	492	
90251	731	
90252	661	
90253	902	
90254	759	
90255	622	
90256	1141	
90257	541	
90258	717	
90259	454	
90260	387	
90261	370	
90262	1449	
90263	375	
90264	1124	
90265	550	
90266	373	
90267	436	
90268	764	
90269	799	
90270	853	
90271	1749	
90272	911	
90273	1248	
90274	587	
90275	868	
90276	1014	
90277	262	
90278	347	
90279	640	
90280	802	
90281	460	
90282	1296	
90283	536	
90284	1055	
90285	387	
90286	375	
90287	795	
90288	1159	
90289	1105	
90290	642	
90291	195	
90292	782	
90293	430	
90294	396	
90295	323	
90296	234	
90297	767	
90298	1299	
90299	1188	
90300	310	
90301	1098	
90302	358	
90303	1085	
90304	510	
90305	306	
90306	368	
90307	318	
90308	504	
90309	1388	
90310	398	
90311	107	
90312	770	
90313	393	
90314	1330	
90315	445	
90316	302	
90317	606	
90318	326	
90319	662	
90320	747	
90321	361	
90322	351	
90323	533	
90324	697	
90325	612	
90326	544	
90327	333	
90328	226	
90329	502	
90330	566	
90331	203	
90332	338	
90333	1347	
90334	1113	
90335	1106	
90336	591	
90337	722	
90338	555	
90339	934	
90340	714	
90341	409	
90342	593	
90343	249	
90344	1012	
90345	775	
90346	628	
90347	702	
90348	1047	
90349	1306	
90350	1128	
90351	1428	
90352	1073	
90353	1515	
90354	227	
90355	1255	
90356	421	
90357	648	
90358	685	
90359	423	
90360	417	
90361	253	
90362	418	
90363	972	
90364	423	
90365	713	
90366	501	
90367	1073	
90368	991	
90369	649	
90370	465	
90371	96	
90372	634	
90373	755	
90374	316	
90375	712	
90376	1638	
90377	1189	
90378	706	
90379	1083	
90380	1138	
90381	911	
90382	579	
90383	609	
90384	429	
90385	896	
90386	712	
90387	557	
90388	683	
90389	414	
90390	171	
90391	566	
90392	1003	
90393	135	
90394	559	
90395	213	
90396	471	
90397	1307	
90398	1235	
90399	603	
90400	773	
90401	537	
90402	780	
90403	776	
90404	625	
90405	353	
90406	949	
90407	794	
90408	643	
90409	746	
90410	328	
90411	939	
90412	109	
90413	1064	
90414	449	
90415	789	
90416	684	
90417	622	
90418	1001	
90419	346	
90420	1263	
90421	756	
90422	85	
90423	601	
90424	598	
90425	1119	
90426	698	
90427	559	
90428	323	
90429	452	
90430	826	
90431	1538	
90432	125	
90433	485	
90434	1124	
90435	501	
90436	1051	
90437	637	
90438	435	
90439	520	
90440	246	
90441	658	
90442	1835	
90443	375	
90444	555	
90445	648	
90446	1273	
90447	765	
90448	513	
90449	347	
90450	730	
90451	421	
90452	699	
90453	709	
90454	1384	
90455	847	
90456	734	
90457	351	
90458	1088	
90459	824	
90460	735	
90461	737	
90462	1237	
90463	397	
90464	318	
90465	485	
90466	1005	
90467	702	
90468	892	
90469	903	
90470	490	
90471	352	
90472	608	
90473	1158	
90474	328	
90475	1560	
90476	521	
90477	389	
90478	469	
90479	991	
90480	1141	
90481	551	
90482	1072	
90483	804	
90484	268	
90485	1083	
90486	1243	
90487	280	
90488	652	
90489	705	
90490	343	
90491	970	
90492	113	
90493	261	
90494	88	
90495	342	
90496	1179	
90497	619	
90498	1138	
90499	1147	
90500	289	
90501	429	
90502	653	
90503	255	
90504	792	
90505	864	
90506	695	
90507	1238	
90508	889	
90509	671	
90510	706	
90511	1482	
90512	937	
90513	1239	
90514	448	
90515	779	
90516	196	
90517	658	
90518	243	
90519	844	
90520	263	
90521	699	
90522	469	
90523	699	
90524	894	
90525	604	
90526	658	
90527	1069	
90528	1345	
90529	596	
90530	1056	
90531	906	
90532	868	
90533	400	
90534	676	
90535	638	
90536	323	
90537	483	
90538	549	
90539	1046	
90540	318	
90541	991	
90542	1355	
90543	781	
90544	939	
90545	1367	
90546	568	
90547	617	
90548	394	
90549	874	
90550	377	
90551	720	
90552	684	
90553	514	
90554	435	
90555	900	
90556	684	
90557	881	
90558	1836	
90559	915	
90560	823	
90561	976	
90562	815	
90563	466	
90564	1092	
90565	330	
90566	676	
90567	1038	
90568	683	
90569	671	
90570	393	
90571	148	
90572	717	
90573	386	
90574	804	
90575	428	
90576	410	
90577	1117	
90578	1005	
90579	639	
90580	602	
90581	524	
90582	924	
90583	391	
90584	769	
90585	414	
90586	447	
90587	589	
90588	499	
90589	1158	
90590	1494	
90591	936	
90592	1508	
90593	930	
90594	720	
90595	608	
90596	337	
90597	528	
90598	107	
90599	1040	
90600	662	
90601	1715	
90602	682	
90603	599	
90604	537	
90605	435	
90606	129	
90607	650	
90608	1132	
90609	1565	
90610	802	
90611	190	
90612	534	
90613	1079	
90614	678	
90615	636	
90616	1651	
90617	512	
90618	670	
90619	132	
90620	993	
90621	418	
90622	489	
90623	792	
90624	671	
90625	1627	
90626	230	
90627	428	
90628	1482	
90629	599	
90630	1385	
90631	437	
90632	441	
90633	291	
90634	788	
90635	375	
90636	1182	
90637	325	
90638	937	
90639	1286	
90640	1047	
90641	1471	
90642	192	
90643	625	
90644	416	
90645	317	
90646	1003	
90647	349	
90648	975	
90649	329	
90650	684	
90651	548	
90652	608	
90653	844	
90654	443	
90655	1374	
90656	353	
90657	182	
90658	118	
90659	1329	
90660	1137	
90661	418	
90662	350	
90663	332	
90664	335	
90665	241	
90666	320	
90667	1195	
90668	900	
90669	461	
90670	500	
90671	623	
90672	1554	
90673	398	
90674	1853	
90675	1148	
90676	756	
90677	254	
90678	605	
90679	238	
90680	368	
90681	376	
90682	1152	
90683	1044	
90684	581	
90685	1425	
90686	662	
90687	868	
90688	624	
90689	1190	
90690	981	
90691	333	
90692	1056	
90693	581	
90694	889	
90695	688	
90696	361	
90697	356	
90698	1016	
90699	125	
90700	728	
90701	759	
90702	649	
90703	514	
90704	838	
90705	995	
90706	1122	
90707	337	
90708	575	
90709	354	
90710	1002	
90711	661	
90712	970	
90713	1359	
90714	565	
90715	1172	
90716	78	
90717	503	
90718	950	
90719	378	
90720	1275	
90721	734	
90722	1149	
90723	447	
90724	858	
90725	662	
90726	558	
90727	599	
90728	526	
90729	630	
90730	474	
90731	182	
90732	281	
90733	418	
90734	252	
90735	1359	
90736	1268	
90737	815	
90738	672	
90739	1137	
90740	650	
90741	186	
90742	724	
90743	1201	
90744	437	
90745	1153	
90746	884	
90747	230	
90748	691	
90749	319	
90750	1024	
90751	626	
90752	563	
90753	774	
90754	1015	
90755	127	
90756	708	
90757	1046	
90758	689	
90759	753	
90760	765	
90761	323	
90762	581	
90763	772	
90764	724	
90765	739	
90766	785	
90767	1079	
90768	954	
90769	1388	
90770	622	
90771	830	
90772	536	
90773	612	
90774	660	
90775	115	
90776	332	
90777	644	
90778	774	
90779	835	
90780	214	
90781	1295	
90782	1103	
90783	569	
90784	313	
90785	1141	
90786	140	
90787	350	
90788	1534	
90789	655	
90790	1223	
90791	444	
90792	571	
90793	456	
90794	575	
90795	446	
90796	180	
90797	943	
90798	323	
90799	454	
90800	924	
90801	355	
90802	873	
90803	717	
90804	216	
90805	271	
90806	493	
90807	1147	
90808	664	
90809	676	
90810	426	
90811	299	
90812	754	
90813	778	
90814	635	
90815	553	
90816	1045	
90817	254	
90818	1332	
90819	496	
90820	1249	
90821	700	
90822	372	
90823	935	
90824	1153	
90825	453	
90826	529	
90827	396	
90828	575	
90829	952	
90830	1335	
90831	1117	
90832	872	
90833	979	
90834	1365	
90835	1046	
90836	494	
90837	482	
90838	691	
90839	1076	
90840	1151	
90841	143	
90842	392	
90843	713	
90844	1006	
90845	405	
90846	436	
90847	1554	
90848	725	
90849	782	
90850	339	
90851	470	
90852	812	
90853	242	
90854	693	
90855	1044	
90856	838	
90857	568	
90858	217	
90859	473	
90860	279	
90861	1394	
90862	469	
90863	652	
90864	1064	
90865	402	
90866	704	
90867	545	
90868	534	
90869	930	
90870	704	
90871	384	
90872	985	
90873	438	
90874	422	
90875	870	
90876	514	
90877	850	
90878	1253	
90879	684	
90880	1398	
90881	122	
90882	809	
90883	462	
90884	249	
90885	586	
90886	387	
90887	515	
90888	327	
90889	219	
90890	792	
90891	568	
90892	774	
90893	575	
90894	226	
90895	838	
90896	639	
90897	1299	
90898	816	
90899	797	
90900	619	
90901	681	
90902	914	
90903	520	
90904	246	
90905	1019	
90906	138	
90907	865	
90908	667	
90909	783	
90910	1000	
90911	501	
90912	316	
90913	429	
90914	774	
90915	615	
90916	584	
90917	1175	
90918	1097	
90919	954	
90920	481	
90921	126	
90922	901	
90923	142	
90924	713	
90925	210	
90926	643	
90927	529	
90928	1115	
90929	802	
90930	190	
90931	566	
90932	561	
90933	420	
90934	905	
90935	346	
90936	291	
90937	397	
90938	639	
90939	726	
90940	734	
90941	807	
90942	978	
90943	1020	
90944	341	
90945	302	
90946	408	
90947	803	
90948	1481	
90949	762	
90950	334	
90951	748	
90952	539	
90953	475	
90954	332	
90955	506	
90956	1330	
90957	459	
90958	1065	
90959	397	
90960	1169	
90961	1281	
90962	1458	
90963	770	
90964	514	
90965	887	
90966	312	
90967	534	
90968	205	
90969	589	
90970	469	
90971	177	
90972	1117	
90973	227	
90974	102	
90975	578	
90976	367	
90977	1177	
90978	477	
90979	755	
90980	469	
90981	531	
90982	955	
90983	317	
90984	565	
90985	1211	
90986	420	
90987	1183	
90988	430	
90989	430	
90990	329	
90991	482	
90992	294	
90993	634	
90994	725	
90995	461	
90996	948	
90997	404	
90998	452	
90999	885	
91000	689	
91001	251	
91002	484	
91003	255	
91004	301	
91005	1123	
91006	1424	
91007	580	
91008	316	
91009	992	
91010	715	
91011	880	
91012	612	
91013	573	
91014	949	
91015	337	
91016	449	
91017	210	
91018	826	
91019	891	
91020	523	
91021	694	
91022	944	
91023	869	
91024	803	
91025	957	
91026	724	
91027	838	
91028	1157	
91029	1368	
91030	351	
91031	210	
91032	790	
91033	907	
91034	922	
91035	631	
91036	301	
91037	688	
91038	608	
91039	886	
91040	859	
91041	275	
91042	728	
91043	741	
91044	596	
91045	683	
91046	697	
91047	800	
91048	527	
91049	521	
91050	630	
91051	1042	
91052	442	
91053	473	
91054	600	
91055	257	
91056	588	
91057	537	
91058	820	
91059	1349	
91060	123	
91061	1048	
91062	751	
91063	710	
91064	438	
91065	472	
91066	567	
91067	508	
91068	124	
91069	244	
91070	1936	
91071	532	
91072	721	
91073	410	
91074	1174	
91075	1135	
91076	667	
91077	668	
91078	484	
91079	572	
91080	1184	
91081	430	
91082	714	
91083	651	
91084	675	
91085	768	
91086	230	
91087	478	
91088	647	
91089	357	
91090	404	
91091	929	
91092	626	
91093	672	
91094	728	
91095	111	
91096	562	
91097	309	
91098	556	
91099	770	
91100	737	
91101	815	
91102	218	
91103	899	
91104	1088	
91105	600	
91106	969	
91107	129	
91108	517	
91109	717	
91110	970	
91111	818	
91112	532	
91113	549	
91114	606	
91115	577	
91116	266	
91117	1063	
91118	400	
91119	406	
91120	382	
91121	613	
91122	519	
91123	625	
91124	1047	
91125	323	
91126	950	
91127	960	
91128	1458	
91129	145	
91130	1033	
91131	317	
91132	483	
91133	940	
91134	521	
91135	1196	
91136	686	
91137	417	
91138	990	
91139	631	
91140	195	
91141	420	
91142	181	
91143	195	
91144	531	
91145	752	
91146	904	
91147	482	
91148	1152	
91149	858	
91150	1053	
91151	944	
91152	417	
91153	177	
91154	548	
91155	468	
91156	667	
91157	637	
91158	620	
91159	416	
91160	916	
91161	760	
91162	1951	
91163	1323	
91164	597	
91165	1167	
91166	753	
91167	589	
91168	314	
91169	278	
91170	565	
91171	497	
91172	1103	
91173	633	
91174	794	
91175	548	
91176	772	
91177	203	
91178	546	
91179	421	
91180	880	
91181	658	
91182	1059	
91183	799	
91184	619	
91185	715	
91186	361	
91187	648	
91188	355	
91189	691	
91190	746	
91191	464	
91192	239	
91193	1256	
91194	647	
91195	379	
91196	669	
91197	304	
91198	583	
91199	104	
91200	475	
91201	696	
91202	777	
91203	651	
91204	527	
91205	1119	
91206	1057	
91207	693	
91208	922	
91209	628	
91210	330	
91211	1021	
91212	341	
91213	1069	
91214	973	
91215	665	
91216	508	
91217	730	
91218	642	
91219	520	
91220	1022	
91221	660	
91222	886	
91223	791	
91224	749	
91225	1029	
91226	904	
91227	557	
91228	724	
91229	480	
91230	507	
91231	562	
91232	788	
91233	1348	
91234	511	
91235	860	
91236	485	
91237	950	
91238	590	
91239	408	
91240	809	
91241	911	
91242	980	
91243	1171	
91244	823	
91245	858	
91246	494	
91247	993	
91248	286	
91249	814	
91250	738	
91251	408	
91252	1197	
91253	494	
91254	1060	
91255	836	
91256	343	
91257	578	
91258	382	
91259	763	
91260	712	
91261	629	
91262	674	
91263	722	
91264	1178	
91265	1011	
91266	921	
91267	261	
91268	850	
91269	213	
91270	660	
91271	1521	
91272	653	
91273	395	
91274	557	
91275	620	
91276	577	
91277	362	
91278	339	
91279	1340	
91280	474	
91281	385	
91282	996	
91283	1126	
91284	658	
91285	735	
91286	751	
91287	281	
91288	922	
91289	616	
91290	1189	
91291	597	
91292	746	
91293	692	
91294	196	
91295	603	
91296	447	
91297	917	
91298	597	
91299	544	
91300	253	
91301	615	
91302	705	
91303	491	
91304	360	
91305	278	
91306	1499	
91307	865	
91308	829	
91309	800	
91310	454	
91311	507	
91312	814	
91313	578	
91314	501	
91315	400	
91316	388	
91317	588	
91318	482	
91319	698	
91320	727	
91321	1228	
91322	1100	
91323	333	
91324	1374	
91325	363	
91326	475	
91327	228	
91328	304	
91329	501	
91330	217	
91331	903	
91332	726	
91333	1101	
91334	1288	
91335	360	
91336	322	
91337	661	
91338	692	
91339	491	
91340	1188	
91341	632	
91342	976	
91343	961	
91344	208	
91345	460	
91346	635	
91347	540	
91348	361	
91349	229	
91350	1263	
91351	375	
91352	516	
91353	1154	
91354	1118	
91355	793	
91356	619	
91357	532	
91358	452	
91359	720	
91360	757	
91361	261	
91362	411	
91363	406	
91364	203	
91365	763	
91366	479	
91367	1335	
91368	292	
91369	358	
91370	598	
91371	714	
91372	591	
91373	442	
91374	647	
91375	565	
91376	646	
91377	1266	
91378	1166	
91379	468	
91380	1424	
91381	1407	
91382	488	
91383	819	
91384	550	
91385	515	
91386	887	
91387	313	
91388	975	
91389	1076	
91390	686	
91391	412	
91392	919	
91393	1014	
91394	551	
91395	734	
91396	454	
91397	812	
91398	411	
91399	360	
91400	828	
91401	469	
91402	451	
91403	474	
91404	676	
91405	943	
91406	1109	
91407	501	
91408	872	
91409	1048	
91410	1366	
91411	1073	
91412	927	
91413	396	
91414	468	
91415	717	
91416	298	
91417	936	
91418	1019	
91419	1137	
91420	111	
91421	491	
91422	662	
91423	339	
91424	140	
91425	917	
91426	562	
91427	837	
91428	1101	
91429	500	
91430	682	
91431	309	
91432	713	
91433	963	
91434	309	
91435	1172	
91436	478	
91437	346	
91438	418	
91439	759	
91440	118	
91441	699	
91442	335	
91443	769	
91444	894	
91445	233	
91446	857	
91447	607	
91448	282	
91449	643	
91450	917	
91451	710	
91452	946	
91453	361	
91454	464	
91455	935	
91456	186	
91457	539	
91458	454	
91459	1109	
91460	396	
91461	1295	
91462	703	
91463	558	
91464	847	
91465	592	
91466	302	
91467	724	
91468	1074	
91469	980	
91470	1148	
91471	609	
91472	852	
91473	303	
91474	225	
91475	250	
91476	1609	
91477	860	
91478	636	
91479	286	
91480	765	
91481	543	
91482	355	
91483	390	
91484	542	
91485	991	
91486	1416	
91487	400	
91488	500	
91489	564	
91490	787	
91491	681	
91492	771	
91493	218	
91494	915	
91495	867	
